"id","updatedAt","DomainName","CurrentStatus","RDAPStatusCode"
729,NULL,"ti",2,200
730,NULL,"tj",2,200
731,NULL,"tk",2,200
732,NULL,"tl",2,200
733,NULL,"tm",2,200
734,NULL,"tn",2,200
735,NULL,"to",2,200
736,NULL,"tp",2,200
737,NULL,"tq",2,200
738,NULL,"tr",2,200
739,NULL,"ts",2,200
740,NULL,"tt",2,200
741,NULL,"tu",2,200
742,NULL,"tv",2,200
743,NULL,"tw",2,200
744,NULL,"tx",2,200
745,NULL,"ty",2,200
746,NULL,"tz",2,200
747,NULL,"t0",2,200
748,NULL,"t1",2,200
749,NULL,"t2",2,200
750,NULL,"t3",2,200
751,NULL,"t4",2,200
752,NULL,"t5",2,200
753,NULL,"t6",2,200
754,NULL,"t7",2,200
755,NULL,"t8",2,200
756,NULL,"t9",2,200
757,NULL,"ua",2,200
758,NULL,"ub",2,200
759,NULL,"uc",2,200
760,NULL,"ud",2,200
761,NULL,"ue",2,200
762,NULL,"uf",2,200
763,NULL,"ug",2,200
764,NULL,"uh",2,200
765,NULL,"ui",2,200
766,NULL,"uj",2,200
767,NULL,"uk",2,200
768,NULL,"ul",2,200
769,NULL,"um",2,200
770,NULL,"un",2,200
771,NULL,"uo",2,200
772,NULL,"up",2,200
773,NULL,"uq",2,200
774,NULL,"ur",2,200
775,NULL,"us",2,200
776,NULL,"ut",2,200
777,NULL,"uu",2,200
778,NULL,"uv",2,200
779,NULL,"uw",2,200
780,NULL,"ux",2,200
781,NULL,"uy",2,200
782,NULL,"uz",2,200
783,NULL,"u0",2,200
784,NULL,"u1",2,200
785,NULL,"u2",2,200
786,NULL,"u3",2,200
787,NULL,"u4",2,200
788,NULL,"u5",2,200
789,NULL,"u6",2,200
790,NULL,"u7",2,200
791,NULL,"u8",2,200
792,NULL,"u9",2,200
793,NULL,"va",2,200
794,NULL,"vb",2,200
795,NULL,"vc",2,200
796,NULL,"vd",2,200
797,NULL,"ve",2,200
798,NULL,"vf",2,200
799,NULL,"vg",2,200
800,NULL,"vh",2,200
801,NULL,"vi",2,200
802,NULL,"vj",2,200
803,NULL,"vk",2,200
804,NULL,"vl",2,200
805,NULL,"vm",2,200
806,NULL,"vn",2,200
807,NULL,"vo",2,200
808,NULL,"vp",2,200
809,NULL,"vq",2,200
810,NULL,"vr",2,200
811,NULL,"vs",2,200
812,NULL,"vt",2,200
813,NULL,"vu",2,200
814,NULL,"vv",2,200
815,NULL,"vw",2,200
816,NULL,"vx",2,200
817,NULL,"vy",2,200
818,NULL,"vz",2,200
819,NULL,"v0",2,200
820,NULL,"v1",2,200
821,NULL,"v2",2,200
822,NULL,"v3",2,200
823,NULL,"v4",2,200
824,NULL,"v5",2,200
825,NULL,"v6",2,200
826,NULL,"v7",2,200
827,NULL,"v8",2,200
828,NULL,"v9",2,200
829,NULL,"wa",2,200
830,NULL,"wb",2,200
831,NULL,"wc",2,200
832,NULL,"wd",2,200
833,NULL,"we",2,200
834,NULL,"wf",2,200
835,NULL,"wg",2,200
836,NULL,"wh",2,200
837,NULL,"wi",2,200
838,NULL,"wj",2,200
839,NULL,"wk",2,200
840,NULL,"wl",2,200
841,NULL,"wm",2,200
842,NULL,"wn",2,200
843,NULL,"wo",2,200
844,NULL,"wp",2,200
845,NULL,"wq",2,200
846,NULL,"wr",2,200
847,NULL,"ws",2,200
848,NULL,"wt",2,200
849,NULL,"wu",2,200
850,NULL,"wv",2,200
851,NULL,"ww",2,200
852,NULL,"wx",2,200
853,NULL,"wy",2,200
854,NULL,"wz",2,200
855,NULL,"w0",2,200
856,NULL,"w1",2,200
857,NULL,"w2",2,200
858,NULL,"w3",2,200
859,NULL,"w4",2,200
860,NULL,"w5",2,200
861,NULL,"w6",2,200
862,NULL,"w7",2,200
863,NULL,"w8",2,200
864,NULL,"w9",2,200
865,NULL,"xa",2,200
866,NULL,"xb",2,200
867,NULL,"xc",2,200
868,NULL,"xd",2,200
869,NULL,"xe",2,200
870,NULL,"xf",2,200
871,NULL,"xg",2,200
872,NULL,"xh",2,200
873,NULL,"xi",2,200
874,NULL,"xj",2,200
875,NULL,"xk",2,200
876,NULL,"xl",2,200
877,NULL,"xm",2,200
878,NULL,"xn",2,200
879,NULL,"xo",2,200
880,NULL,"xp",2,200
881,NULL,"xq",2,200
882,NULL,"xr",2,200
883,NULL,"xs",2,200
884,NULL,"xt",2,200
885,NULL,"xu",2,200
886,NULL,"xv",2,200
887,NULL,"xw",2,200
888,NULL,"xx",2,200
889,NULL,"xy",2,200
890,NULL,"xz",2,200
891,NULL,"x0",2,200
892,NULL,"x1",2,200
893,NULL,"x2",2,200
894,NULL,"x3",2,200
895,NULL,"x4",2,200
896,NULL,"x5",2,200
897,NULL,"x6",2,200
898,NULL,"x7",2,200
899,NULL,"x8",2,200
900,NULL,"x9",2,200
901,NULL,"ya",2,200
902,NULL,"yb",2,200
903,NULL,"yc",2,200
904,NULL,"yd",2,200
905,NULL,"ye",2,200
906,NULL,"yf",2,200
907,NULL,"yg",2,200
908,NULL,"yh",2,200
909,NULL,"yi",2,200
910,NULL,"yj",2,200
911,NULL,"yk",2,200
912,NULL,"yl",2,200
913,NULL,"ym",2,200
914,NULL,"yn",2,200
915,NULL,"yo",2,200
916,NULL,"yp",2,200
917,NULL,"yq",2,200
918,NULL,"yr",2,200
919,NULL,"ys",2,200
920,NULL,"yt",2,200
921,NULL,"yu",2,200
922,NULL,"yv",2,200
923,NULL,"yw",2,200
924,NULL,"yx",2,200
925,NULL,"yy",2,200
926,NULL,"yz",2,200
927,NULL,"y0",2,200
928,NULL,"y1",2,200
929,NULL,"y2",2,200
930,NULL,"y3",2,200
931,NULL,"y4",2,200
932,NULL,"y5",2,200
933,NULL,"y6",2,200
934,NULL,"y7",2,200
935,NULL,"y8",2,200
936,NULL,"y9",2,200
937,NULL,"za",2,200
938,NULL,"zb",2,200
939,NULL,"zc",2,200
940,NULL,"zd",2,200
941,NULL,"ze",2,200
942,NULL,"zf",2,200
943,NULL,"zg",2,200
944,NULL,"zh",2,200
945,NULL,"zi",2,200
946,NULL,"zj",2,200
947,NULL,"zk",2,200
948,NULL,"zl",2,200
949,NULL,"zm",2,200
950,NULL,"zn",2,200
951,NULL,"zo",2,200
952,NULL,"zp",2,200
953,NULL,"zq",2,200
954,NULL,"zr",2,200
955,NULL,"zs",2,200
956,NULL,"zt",2,200
957,NULL,"zu",2,200
958,NULL,"zv",2,200
959,NULL,"zw",2,200
960,NULL,"zx",2,200
961,NULL,"zy",2,200
962,NULL,"zz",2,200
963,NULL,"z0",2,200
964,NULL,"z1",2,200
965,NULL,"z2",2,200
966,NULL,"z3",2,200
967,NULL,"z4",2,200
968,NULL,"z5",2,200
969,NULL,"z6",2,200
970,NULL,"z7",2,200
971,NULL,"z8",2,200
972,NULL,"z9",2,200
973,NULL,"0a",2,200
974,NULL,"0b",2,200
975,NULL,"0c",2,200
976,NULL,"0d",2,200
977,NULL,"0e",2,200
978,NULL,"0f",2,200
979,NULL,"0g",2,200
980,NULL,"0h",2,200
981,NULL,"0i",2,200
982,NULL,"0j",2,200
983,NULL,"0k",2,200
984,NULL,"0l",2,200
985,NULL,"0m",2,200
986,NULL,"0n",2,200
987,NULL,"0o",2,200
988,NULL,"0p",2,200
989,NULL,"0q",2,200
990,NULL,"0r",2,200
991,NULL,"0s",2,200
992,NULL,"0t",2,200
993,NULL,"0u",2,200
